word,status,calification,definition,word_length,language
JIRÓN,true,"""nombre masculino""","""Pedazo desgarrado del vestido o de otra ropa andrajo harapo guiñapo pingajo chira""",5,esp
BITAR,true,"""verbo transitivo""","""abitar amarrar""",5,esp
BITA,true,"""nombre femenino""","""Cada uno de los postes de madera o de hierro que asegurados a la cubierta en las proximidades de la proa sirven para dar vuelta a los cables del ancla cuando se fondea la nave poste amarradero manigueta""",4,esp
JOCÓN,true,"""nombre masculino""","""Variedad de carrizo densamente cespitoso con cálamos de hasta ocho metros de altura que crece en sitios húmedos y se utiliza en la construcción de paredes de bajareque y para fabricar flautas o pitos e instrumentos para avivar el fuego""",5,esp
COCO,true,"""nombre masculino""","""Planta de la familia de las palmas que suele alcanzar de a de altura con las hojas divididas en lacinias ensiformes plegadas hacia atrás y flores en racimos Suele producir anualmente dos o tres veces su fruto Del tronco se saca una bebida alcohólica cocotero palmera palma""",4,esp
JODER,true,"""verbo intransitivo""","""Practicar el coito copular fornicar yacer aparearse follar4 coger""",5,esp
JODÓN,true,"""adjetivo""","""Dicho de una persona Que molesta o fastidia mucho""",5,esp
JOLÍN,true,"""interjección""","""para expresar irritación enfado asombro jolines""",5,esp
JOYÓN,true,"""nombre masculino""","""de""",5,esp
JUBÓN,true,"""nombre masculino""","""Vestidura que cubría desde los hombros hasta la cintura ceñida y ajustada al cuerpo armador almilla""",5,esp
JUDÍA,true,"""nombre femenino""","""Planta herbácea anual de la familia de las papilionáceas con tallos endebles volubles de tres a cuatro metros de longitud hojas grandes compuestas de tres hojuelas acorazonadas unidas por la base flores blancas en grupos axilares y fruto en vainas aplastadas terminadas en dos puntas y con varias semillas de forma de riñón Se cultiva en las huertas por su fruto comestible así seco como verde y hay muchas especies que se diferencian por el tamaño de la planta y el volumen color y forma de las vainas y semillas alubia habichuela frejol frísol frisuelo1 frijol caraota poroto faba frejón fréjul frijón""",5,esp
JUDÍO,true,"""adjetivo""","""del pueblo semítico que conquistó y habitó hebreo israelita hebraico polaco""",5,esp
BUGA,true,"""nombre masculino""","""automóvil coche1 automóvil carro1 máquina""",4,esp
JUGAR,true,"""verbo intransitivo""","""Hacer algo con alegría con el fin de entretenerse divertirse o desarrollar determinadas capacidades juguetear""",5,esp
JUJEAR,true,"""verbo intransitivo""","""Lanzar el ijujú""",6,esp
JUJEO,true,"""nombre masculino""","""Acción y efecto de jujear""",5,esp
JUNCIA,true,"""nombre femenino""","""Planta herbácea vivaz de la familia de las ciperáceas con cañas triangulares de a de altura que tiene hojas largas estrechas aquilladas de bordes ásperos flores verdosas en espigas terminales y fruto en granos secos de albumen harinoso Es medicinal y olorosa sobre todo el rizoma y abunda en los sitios húmedos junza""",6,esp
CUÑAR,true,"""verbo transitivo""","""imprimir una moneda o una medalla acuñar1""",5,esp
CUÑA,true,"""nombre femenino""","""Pieza de madera o de metal terminada en ángulo diedro muy agudo Sirve para hender o dividir cuerpos sólidos para ajustar o apretar uno con otro para calzarlos o para llenar alguna raja o hueco calza calce1 tarugo taco zoquete alzaprima zapata apoyo2 falca""",4,esp
JUÑIR,true,"""verbo transitivo""","""uncir.""",5,esp
JUPÓN,true,"""adjetivo""","""testarudo cabezota testarrón cabeciduro""",5,esp
JUTÍA,true,"""nombre femenino""","""hutía""",5,esp
LÁBIL,true,"""adjetivo""","""Que resbala o se desliza fácilmente resbaladizo resbaloso""",5,esp
LACÓN,true,"""adjetivo poco usado""","""laconia lacónico""",5,esp
LADÓN,true,"""nombre masculino""","""jara lada""",5,esp
BAMBI,true,"""nombre masculino""","""Cervato o ciervo joven""",5,esp
LAMÍN,true,"""nombre masculino""","""manjar delicado golosina chuchería1 caramelo chocolatina bombón1 dulce pastel""",5,esp
CAMIO,true,"""nombre masculino desusado""","""cambio.""",5,esp
LANDÓ,true,"""nombre masculino""","""Coche de cuatro ruedas tirado por caballos con capotas delantera y trasera para poder usarlo descubierto o cerrado carruaje coche1""",5,esp
LANÍO,true,"""adjetivo poco usado""","""lanar.""",5,esp
LÁPIZ,true,"""nombre masculino""","""Nombre genérico de varias sustancias minerales suaves crasas al tacto que se usan generalmente para dibujar grafito1 carboncillo""",5,esp
LAPÓN,true,"""adjetivo""","""Natural de región del norte de""",5,esp
LÁSER,true,"""nombre masculino""","""Dispositivo electrónico que basado en una emisión inducida amplifica de manera extraordinaria un haz de luz monocromático y coherente""",5,esp
LASÚN,true,"""nombre masculino""","""locha1 loche""",5,esp
LÁTEX,true,"""nombre masculino""","""Jugo propio de muchos vegetales que circula por los vasos laticíferos tiene una composición muy compleja y de él se obtienen sustancias tan diversas como el caucho la gutapercha El de ciertas plantas es venenoso como el del manzanillo el de otras muy acre como el de la higuera común y el del árbol de la leche es dulce y utilizable como alimento caucho goma""",5,esp
LABIA,true,"""nombre femenino coloquial""","""Verbosidad persuasiva y gracia en el hablar elocuencia facundia locuacidad verbosidad pico1 parla desparpajo""",5,esp
LATÍN,true,"""nombre masculino""","""Lengua indoeuropea originaria del que hablaban los antiguos romanos y de la cual derivan las lenguas romances""",5,esp
LABIO,true,"""nombre masculino""","""Reborde exterior carnoso y móvil de la boca de los mamíferos bezo buz belfo boca labro""",5,esp
LATA,true,"""nombre femenino""","""hojalata chapa""",4,esp
LATÓN,true,"""nombre masculino""","""Aleación de cobre y zinc de color amarillo pálido y susceptible de gran brillo y pulimento azófar""",5,esp
LEER,true,"""verbo transitivo""","""Pasar la vista por lo escrito o impreso comprendiendo la significación de los caracteres empleados ojear1 repasar""",4,esp
LEDÓN,true,"""nombre masculino""","""árbol almez lodón lodoño latón2 latonero2 lidón lirón3 lironero litonero""",5,esp
LEGÓN,true,"""nombre masculino""","""Especie de azadón ligón1 ligona""",5,esp
LEDO,true,"""adjetivo""","""Alegre contento plácido""",4,esp
LEJÍA,true,"""nombre femenino""","""Solución de sales alcalinas en agua que se utiliza en limpieza como desinfectante y blanqueador doméstico lavandina colada1 recuelo""",5,esp
LEJÍO,true,"""nombre masculino""","""Lejía que usan los tintoreros""",5,esp
LEMÁN,true,"""nombre masculino poco usado""","""Piloto práctico""",5,esp
LÉMUR,true,"""nombre masculino""","""Género de mamíferos cuadrumanos con los dientes incisivos de la mandíbula inferior inclinados hacia adelante y las uñas planas menos la del índice de las extremidades torácicas y a veces la del medio de las abdominales que son ganchudas y la cola muy larga Son frugívoros y propios de""",5,esp
LENÓN,true,"""nombre masculino desusado""","""hombre que concierta una relación amorosa""",5,esp
LAÑAR,true,"""verbo transitivo""","""Trabar unir o afianzar con lañas un objeto""",5,esp
LETÓN,true,"""adjetivo""","""Dicho de una persona De un pueblo báltico de raza lituana que constituye el grupo étnico mayoritario de la población total de""",5,esp
LÍBER,true,"""nombre masculino""","""Parte del cilindro central de las plantas angiospermas dicotiledóneas que está formada principalmente por haces pequeños o paquetes de vasos cribosos""",5,esp
LIBÓN,true,"""nombre masculino""","""Manantial en que el agua sale a borbollones""",5,esp
LÍDER,true,"""nombre masculino y femenino""","""Persona que dirige o conduce un partido político un grupo social u otra colectividad jefe caudillo cabecilla paladín cabeza adalid""",5,esp
LIDÓN,true,"""nombre masculino""","""árbol almez lirón3 lodón latón2 latonero2 ledón lironero litonero lodoño lidonero""",5,esp
LIGÓN,true,"""nombre masculino""","""legón ligona""",5,esp
LIMÓN,true,"""nombre masculino""","""Fruto del limonero de forma ovoide con unos diez centímetros en el eje mayor y unos seis en el menor pezón saliente en la base corteza lisa arrugada o surcada según las variedades y frecuentemente de color amarillo pulpa amarillenta dividida en gajos comestible jugosa y de sabor ácido citrón""",5,esp
LINÓN,true,"""nombre masculino""","""Tela de hilo muy ligera clara y fuertemente engomada""",5,esp
LIPÓN,true,"""nombre masculino coloquial""","""Persona o animal que tiene el vientre abultado""",5,esp
LIRÓN,true,"""nombre masculino""","""Mamífero roedor muy parecido al ratón de unos de largo de los que casi la mitad corresponden a la cola larga y peluda con pelaje espeso gris oscuro en las partes superiores y blanco en las inferiores que vive en los montes alimentándose de los frutos de los árboles a los que trepa con extraordinaria agilidad y pasa todo el invierno aletargado""",5,esp
LLAVE,true,"""nombre femenino""","""Instrumento comúnmente metálico que introducido en una cerradura permite activar el mecanismo que la abre y la cierra llavín ganzúa picaporte""",5,esp
LLOVER,true,"""verbo intransitivo impersonal""","""Caer agua de las nubes diluviar jarrear1 lloviznar chispear chaparrear gotear rociar escampar""",6,esp
LIAR,true,"""verbo transitivo""","""Atar y asegurar los fardos y cargas con lías atar amarrar ligar enrollar arrollar1 enlazar sujetar desliar1""",4,esp
LODÓN,true,"""nombre masculino""","""árbol almez lirón3 latón2 latonero2 ledón lidón lironero litonero lodoño""",5,esp
LOÍNO,true,"""adjetivo""","""Natural de provincia de""",5,esp
LOTÍN,true,"""nombre masculino""","""raspadita raspe""",5,esp
LUCA,true,"""nombre femenino coloquial""","""Mil pesos""",4,esp
LUDIO,true,"""adjetivo""","""Dicho de la masa o del pan Fermentado con levadura""",5,esp
LUDIR,true,"""verbo transitivo""","""Frotar estregar rozar algo con otra cosa restregar refregar frotar estregar""",5,esp
HUIRA,true,"""nombre femenino""","""Corteza del maqui que sola o torcida en forma de soga sirve para atar""",5,esp
LUGRE,true,"""nombre masculino""","""Embarcación pequeña con tres palos velas al tercio y gavias volantes quechemarín chalupa laúd""",5,esp
LULO,true,"""nombre masculino""","""arbusto naranjillo naranjilla""",4,esp
LÚTEA,true,"""nombre femenino""","""oropéndola becafigo oriol papafigo víreo virio muchilero""",5,esp
LÚTEO,true,"""adjetivo""","""De lodo""",5,esp
MACÍO,true,"""nombre masculino""","""planta espadaña aceña anea bayón enea gladio tul2 bayunco1""",5,esp
MACÓN,true,"""nombre masculino""","""Entre colmeneros panal sin miel reseco y de color oscuro""",5,esp
MACUÁ,true,"""nombre masculino""","""Ave a cuyo nido se le atribuyen poderes afrodisíacos""",5,esp
MAGÍN,true,"""nombre masculino coloquial""","""imaginación creatividad fantasía inventiva ingenio cabeza""",5,esp
MAGUÉ,true,"""nombre masculino""","""Bohordo del fique sobre el cual se desarrollan las semillas""",5,esp
MAHÓN,true,"""nombre masculino""","""Tela fuerte y fresca de algodón escogido de diversos colores que primeramente se fabricó en la ciudad de en""",5,esp
MAÍDO,true,"""nombre masculino poco usado""","""maullido maúllo mayido""",5,esp
CALI,true,"""nombre masculino""","""álcali""",4,esp
MALÓN,true,"""nombre masculino""","""Irrupción o ataque inesperado de indígenas maloca""",5,esp
MALVA,true,"""nombre femenino""","""Planta de la familia de las malváceas con tallo áspero ramoso casi erguido de a de altura hojas de pecíolo largo con estípulas partidas en cinco o siete lóbulos dentados por el margen flores moradas axilares en grupos de pedúnculos desiguales y fruto con muchas semillas secas Es planta abundante y muy usada en medicina por el mucílago que contienen las hojas y las flores violeta""",5,esp
CALVAR,true,"""verbo transitivo""","""En el juego de la calva dar en la parte superior del madero o hito""",6,esp
MAMBÍ,true,"""adjetivo""","""Dicho de una persona Participante en la insurrección independentista contra producida en y en el siglo o partidario de ella El padre fue general mambí La guerra de los mambises""",5,esp
MAMÍA,true,"""adjetivo""","""Dicho de una cabra De una sola ubre""",5,esp
MAMÓN,true,"""adjetivo""","""Que todavía está mamando lactante lechal lechón""",5,esp
MAMÚA,true,"""nombre femenino""","""efecto de emborracharse borrachera embriaguez peludo cohete mamadera""",5,esp
MANDÍ,true,"""nombre masculino""","""Especie de bagre de la de unos de longitud y de carne comestible""",5,esp
MANÍA,true,"""nombre femenino""","""Preocupación caprichosa y a veces extravagante por un tema o cosa determinados obsesión neura extravagancia excentricidad rareza idea chifladura chifladera cacalota""",5,esp
MAGIAR,true,"""adjetivo""","""húngaro""",6,esp
MACIS,true,"""nombre femenino""","""Corteza olorosa de color rojo o rosado en forma de red que cubre la nuez moscada macia""",5,esp
MANÚS,true,"""nombre masculino""","""Individuo tipo""",5,esp
MAÑÍO,true,"""nombre masculino""","""Árbol semejante al alerce""",5,esp
MAORÍ,true,"""adjetivo""","""Dicho de una persona Aborigen de""",5,esp
MARCA,true,"""nombre femenino""","""Señal que se hace o se pone en alguien o algo para distinguirlos o para denotar calidad o pertenencia señal signo muesca distintivo indicador contraseña marchamo mojón1 hito coto1 poste marcación1 señalización indicación etiqueta sello marbete marchamo timbre cuño vitola firma rúbrica rótulo lema""",5,esp
MARÍA,true,"""nombre femenino""","""galleta maría.""",5,esp
MARÓN,true,"""nombre masculino poco usado""","""esturión asturión1 sollo marión1""",5,esp
MASÍA,true,"""nombre femenino""","""Casa de labor con finca agrícola y ganadera típica del territorio que ocupaba el antiguo reino de masada caserío alquería quinta finca""",5,esp
MASÓN,true,"""nombre masculino""","""Bollo hecho de harina y agua sin cocer que sirve para cebar las aves""",5,esp
MATÓN,true,"""nombre masculino y femenino""","""Persona jactanciosa y pendenciera que procura intimidar a los demás""",5,esp
MBAYÁ,true,"""adjetivo""","""Dicho de una persona De un antiguo pueblo amerindio que ocupaba el nordeste del""",5,esp
MEAR,true,"""verbo intransitivo""","""orinar miccionar""",4,esp
MACIA,true,"""nombre femenino""","""macis""",5,esp
MECER,true,"""verbo transitivo""","""Mover algo compasadamente de un lado a otro sin que mude de lugar como la cuna de los niños balancear acunar columpiar bambolear hamacar hamaquear""",5,esp
MEDIA,true,"""nombre femenino""","""Prenda de punto seda nailon que cubre el pie y la pierna hasta la rodilla o más arriba panti panty""",5,esp
MEDIAR,true,"""verbo intransitivo""","""Dicho de una cosa Llegar aproximadamente a su mitad Mediaba el mes de julio""",6,esp
MELGA,true,"""nombre femenino""","""amelga emelga marcen márcena mielga3""",5,esp
MELÓN,true,"""nombre masculino""","""Planta herbácea anual de la familia de las cucurbitáceas con tallos tendidos ramosos ásperos con zarcillos y de tres a cuatro metros de longitud hojas pecioladas partidas en cinco lóbulos obtusos flores solitarias de corola amarilla y fruto elipsoidal de a de largo con cáscara blanca amarilla verde o manchada de estos colores carne olorosa abundante dulce blanda aguanosa que deja en el interior un hueco donde hay muchas pepitas de corteza amarilla y almendra blanca Es originaria de Oriente y muy estimada""",5,esp
MENSÚ,true,"""nombre masculino""","""peón mensual""",5,esp
CENTI,true,"""elemento compositivo""","""Significa una centésima parte Con nombres de unidades de medida forma el submúltiplo correspondiente""",5,esp
MENA,true,"""nombre femenino""","""Mineral del que se extrae un metal tal y como se encuentra en el yacimiento""",4,esp
MESÓN,true,"""nombre masculino""","""Establecimiento típico donde se sirven comidas y bebidas taberna cantina tasca bodegón figón""",5,esp
MIAGAR,true,"""verbo intransitivo""","""maullar mayar maular miañar miar""",6,esp
MIAÑAR,true,"""verbo intransitivo poco usado""","""maullar mayar maular miagar miar""",6,esp
CIDIO,true,"""elemento compositivo""","""Significa acción de matar Filicidio suicidio""",5,esp
MILÁN,true,"""nombre masculino""","""Tela de lino que se fabricaba en ciudad de""",5,esp
MINUÉ,true,"""nombre masculino""","""Baile francés para dos personas que ejecutan diversas figuras y mudanzas Estuvo de moda en el siglo""",5,esp
MIÑÓN,true,"""nombre masculino""","""Soldado de tropa ligera que estaba destinado a la persecución de ladrones y contrabandistas o a la custodia de los bosques reales soldado guardia miliciano""",5,esp
MIRÓN,true,"""adjetivo""","""Que mira y especialmente que mira demasiado o con curiosidad observador espectador curioso1 fisgón cotilla fijón""",5,esp
MITÁN,true,"""nombre masculino""","""lienzo holandilla holandeta""",5,esp
MITÓN,true,"""nombre masculino""","""Especie de guante de punto que solo cubre desde la muñeca inclusive hasta la mitad del pulgar y el nacimiento de los demás dedos maniquete confortante""",5,esp
MIAR,true,"""verbo intransitivo poco usado""","""maullar mayar maular miagar miañar""",4,esp
MOARÉ,true,"""nombre masculino""","""muaré mue muer""",5,esp
MÓDEM,true,"""nombre masculino""","""Aparato que convierte las señales digitales en analógicas y viceversa y que permite la comunicación entre dos computadoras a través de una línea telefónica o de un cable""",5,esp
MOGÓN,true,"""adjetivo""","""Dicho de una res vacuna Que carece de un asta o la tiene rota por la punta""",5,esp
MOHÍN,true,"""nombre masculino""","""Mueca o gesto gesto mueca tic visaje ademán""",5,esp
MOHÚR,true,"""nombre masculino""","""Moneda de oro de la antigua inglesa que equivalía a quince rupias de plata""",5,esp
MOCIL,true,"""adjetivo poco usado""","""moceril""",5,esp
MOÁI,true,"""nombre masculino""","""Figura tallada de medio cuerpo que representa ancestros de la cultura pascuense""",4,esp
MOJÓN,true,"""nombre masculino""","""Señal permanente que se pone para fijar los linderos de heredades términos y fronteras hito término poste señal marca mogote""",5,esp
EOLIO,true,"""adjetivo""","""Dicho de una persona De un pueblo griego que habitó en la y en otras zonas de la antigua""",5,esp
MOLÓN,true,"""nombre masculino""","""Piedra grande de forma irregular y redondeada que se desprende de la cantera al barrenar""",5,esp
MONFÍ,true,"""nombre masculino""","""Moro o morisco que formaba parte de las cuadrillas de salteadores de después de la Reconquista""",5,esp
MOÑO,true,"""nombre masculino""","""Rodete que se hace con el cabello para tenerlo recogido o por adorno rodete castaña chongo""",4,esp
MOPÁN,true,"""adjetivo""","""Dicho de una persona De un pueblo amerindio de la familia maya de""",5,esp
BORDE,true,"""nombre masculino""","""Extremo u orilla de algo extremo orilla1 límite linde margen canto2 reborde filo1 bordillo saliente resalte resalto arcén arista labio vivo hilo bordo""",5,esp
MORDER,true,"""verbo transitivo""","""Clavar los dientes en algo dentellear mordisquear mordiscar tarascar masticar picar""",6,esp
MÓREO,true,"""adjetivo""","""moráceo.""",5,esp
BORIA,true,"""nombre femenino""","""boira niebla""",5,esp
CORI,true,"""nombre masculino""","""corazoncillo hipérico""",4,esp
MORÓN,true,"""nombre masculino""","""Monte pequeño de tierra""",5,esp
MOSÉN,true,"""nombre masculino""","""Título que se da a los clérigos en el antiguo reino de clérigo eclesiástico""",5,esp
COSTE,true,"""nombre masculino""","""costa1.""",5,esp
MOTÍN,true,"""nombre masculino""","""Movimiento desordenado de una muchedumbre por lo común contra la autoridad constituida revuelta1 tumulto rebelión sublevación levantamiento insurrección sedición poblada guasábara""",5,esp
MOTÓN,true,"""nombre masculino""","""Garrucha por donde pasan los cabos garrucha polea""",5,esp
MOMIO,true,"""adjetivo""","""Magro y sin gordura""",5,esp
MÓVIL,true,"""adjetivo""","""Que puede moverse o se mueve por sí mismo portátil movible movedizo inmóvil fijo2 inamovible""",5,esp
MODIO,true,"""nombre masculino""","""Medida para áridos que usaron los romanos y equivalía aproximadamente a""",5,esp
MONTAR,true,"""verbo intransitivo""","""Ponerse o subirse encima de algo subir auparse encaramarse bajar""",6,esp
MUARÉ,true,"""nombre masculino""","""Tela brillante que presenta visos u ondulaciones moaré muer mue""",5,esp
MUFTÍ,true,"""nombre masculino""","""Jurisconsulto musulmán con autoridad pública cuyas decisiones son consideradas como leyes""",5,esp
MAGIA,true,"""nombre femenino""","""Arte o ciencia oculta con que se pretende producir valiéndose de ciertos actos o palabras o con la intervención de seres imaginables resultados contrarios a las leyes naturales prestidigitación ilusionismo brujería hechicería taumaturgia adivinación nigromancia ocultismo encantamiento""",5,esp
MÚGIL,true,"""nombre masculino""","""mújol albur breca cabezudo capitón dardo lisa liza1 muble mugle mule""",5,esp
MUGA,true,"""nombre femenino""","""Mojón término o límite""",4,esp
MUDAR,true,"""nombre masculino""","""Arbusto de la de la familia de las asclepiadáceas cuya raíz de corteza rojiza por fuera y blanca por dentro tiene un jugo muy usado por los naturales del país como emético y contraveneno""",5,esp
BUIDO,true,"""adjetivo""","""Aguzado afilado aguzado afilado puntiagudo punzante romo chato""",5,esp
MORIR,true,"""verbo intransitivo""","""Llegar al término de la vida fallecer expirar perecer fenecer sucumbir finar quedarse apagarse irse acabar pasar palmar1 cascar espichar despichar caer pelarse petatearse sonar1 ñampiarse jetearse marchar piantarse descoñetar nacer vivir1 existir""",5,esp
MÚJOL,true,"""nombre masculino""","""Pez teleósteo del suborden de los acantopterigios comestible de unos de largo de cuerpo alargado gris azulado por el dorso y plateado por el vientre y cuyas huevas son muy estimadas breca albur cabezudo capitón dardo lisa liza1 múgil muble mugle mule""",5,esp
MÚLEO,true,"""nombre masculino""","""Calzado que usaban los patricios romanos Era de color purpúreo puntiagudo con la punta vuelta hacia el empeine y por el talón subía hasta la mitad de la pierna muléolo""",5,esp
MULLA,true,"""nombre femenino desusado""","""Acción y efecto de""",5,esp
MUÑIR,true,"""verbo transitivo""","""Concertar disponer manejar las voluntades de otros amañar manipular apañar disponer preparar arreglar""",5,esp
MUNI,true,"""nombre femenino coloquial""","""Entidad que se encarga de la administración de un municipio""",4,esp
CURIO,true,"""nombre masculino""","""Elemento químico metálico radiactivo de del grupo de los actínidos tóxico de color y brillo parecidos a los del acero obtenido artificialmente a partir del plutonio y utilizado como fuente de energía termoeléctrica en vehículos espaciales""",5,esp
CUSIR,true,"""verbo transitivo""","""corcusir""",5,esp
MISIO,true,"""adjetivo""","""Natural de antigua región de""",5,esp
JUSI,true,"""nombre masculino""","""Tela de clara como gasa y listada de colores fuertes que se teje con seda y con hilazas de""",4,esp
CUTRA,true,"""nombre femenino coloquial""","""Provecho o dinero obtenido de un particular por un funcionario o empleado con abuso de las atribuciones de su cargo""",5,esp
METRO,true,"""nombre masculino""","""Unidad de longitud del sistema internacional que originalmente se estableció como la diezmillonésima parte del cuadrante del meridiano terrestre y hoy con más precisión se define como la longitud del trayecto recorrido en el vacío por la luz durante un tiempo de de segundo""",5,esp
CUYO,true,"""adjetivo relativo posesivo""","""Designa el poseedor de aquello a lo que se refiere el sustantivo al que modifica con el que concuerda en género y número con antecedente expreso Un escritor cuyas obras son famosas En un lugar de la de cuyo nombre no quiero acordarme""",4,esp
CUY,true,"""nombre masculino""","""mamífero roedor cobaya cavia2 corí cuis curiel cuye cuilo cuin cuina""",3,esp
NÁCAR,true,"""nombre masculino""","""Capa interna de las tres que forman la concha de los moluscos constituida por la mezcla de carbonato de calcio y una sustancia orgánica y dispuesta en láminas paralelas entre sí Cuando estas son lo bastante delgadas para que la luz se difracte al atravesarlas producen reflejos irisados característicos nacarón nácara2""",5,esp
CAFRE,true,"""adjetivo""","""Habitante de la antigua colonia inglesa en""",5,esp
NAFRA,true,"""nombre femenino""","""Llaga o herida especialmente por rozamiento""",5,esp
NANSÚ,true,"""nombre masculino""","""Tela de algodón blanca o de color superior al lienzo pero inferior a la batista usada por las mujeres para blusas pañuelos ropa interior""",5,esp
CANTA,true,"""nombre femenino""","""Cantar canción o copla""",5,esp
JAQUE,true,"""nombre masculino""","""Lance del ajedrez en que un jugador mediante el movimiento de una pieza amenaza directamente al rey del otro con obligación de avisarlo y a la reina sin tal obligación lance jugada""",5,esp
NASÓN,true,"""nombre masculino""","""de""",5,esp
NATÍO,true,"""adjetivo poco usado""","""Natural nativo Oro natío""",5,esp
NAVÍO,true,"""nombre masculino""","""Barco de grandes dimensiones Navío de guerra barco nave embarcación bajel buque nao""",5,esp
NEBÍ,true,"""nombre masculino""","""neblí.""",4,esp
NEBLÍ,true,"""nombre masculino""","""Ave de rapiña que mide desde el pico hasta la extremidad de la cola y de envergadura Tiene plumaje pardo azulado en el lomo blanco con manchas grises en el vientre y pardo en la cola que termina con una banda negra de borde blanco pico azulado y pies amarillos y que por su valor y rápido vuelo era muy estimado para la caza de cetrería""",5,esp
LEGAR,true,"""verbo transitivo""","""Dicho de una persona Dejar a otra alguna manda en su testamento o codicilo ceder dejar encomendar transferir traspasar donar""",5,esp
NEGAR,true,"""verbo transitivo""","""Decir que algo no existe no es verdad o no es como alguien cree o afirma contradecir desmentir rechazar refutar rebatir impugnar oponerse afirmar confirmar ratificar""",5,esp
NERÓN,true,"""nombre masculino""","""Hombre muy cruel""",5,esp
LEVA,true,"""nombre femenino""","""Partida de las embarcaciones del puerto""",4,esp
NILÓN,true,"""nombre masculino""","""nailon fibra""",5,esp
NIPÓN,true,"""adjetivo""","""Natural del país de japonés""",5,esp
NÍVEO,true,"""adjetivo""","""De nieve o semejante a ella nevado blanco albo cándido blanquecino""",5,esp
ÓBELO,true,"""nombre masculino""","""obelisco.""",5,esp
ÓBICE,true,"""nombre masculino""","""Obstáculo embarazo estorbo impedimento""",5,esp
ÓBITO,true,"""nombre masculino""","""Fallecimiento de una persona fallecimiento defunción deceso muerte perecimiento expiración fenecimiento nacimiento""",5,esp
OBO,true,"""nombre masculino""","""jobo hobo jobillo""",3,esp
OBSTAR,true,"""verbo intransitivo""","""Dicho de una cosa Ser un obstáculo o un impedimento Su fallo no obsta para que mantenga el liderato impedir estorbar obstaculizar entorpecer dificultar facilitar posibilitar favorecer""",6,esp
OBRAR,true,"""verbo transitivo""","""Hacer algo trabajar en actuar proceder1 hacer""",5,esp
OBOE,true,"""nombre masculino""","""Instrumento musical de viento semejante a la dulzaina de a de largo con seis agujeros y desde dos hasta trece llaves""",4,esp
OCLUIR,true,"""verbo transitivo""","""Cerrar un conducto como el intestino con algo que lo obstruya o una abertura como la de los párpados de modo que no se pueda abrir naturalmente obstruir atascar taponar tapar atrancar cerrar obturar desobstruir""",6,esp
ODEÓN,true,"""nombre masculino""","""En la antigua teatro cubierto destinado a los espectáculos musicales""",5,esp
CIAR,true,"""verbo intransitivo""","""Andar hacia atrás retroceder retroceder volver avanzar adelantar""",4,esp
OÍBLE,true,"""adjetivo""","""Que se puede oír audible perceptible sensible""",5,esp
FIDO,true,"""adjetivo desusado""","""fiel1.""",4,esp
OÍDIO,true,"""nombre masculino""","""Hongo de pequeño tamaño que vive parásito sobre las hojas de la vid y produce en esta planta una grave enfermedad cenicilla ceniza cenizo""",5,esp
GIRAR,true,"""verbo transitivo""","""Mover una figura o un objeto alrededor de un punto o de un eje rotar volver voltear torcer doblar""",5,esp
LIRIA,true,"""nombre femenino poco usado""","""materia pegajosa liga2 visco vesque""",5,esp
OÍR,true,"""verbo transitivo""","""Percibir con el oído los sonidos escuchar percibir sentir1 notar advertir""",3,esp
OLEAJE,true,"""nombre masculino""","""Sucesión continuada de olas tumbazón""",6,esp
OLEAR,true,"""verbo transitivo poco usado""","""Ungir a un enfermo con el óleo del sacramento de la extremaunción""",5,esp
OCIAR,true,"""verbo transitivo desusado""","""Apartar a alguien del trabajo en que está empleado haciéndole que se entretenga en otra cosa que lo deleite""",5,esp
OMANÍ,true,"""adjetivo""","""Natural de país de""",5,esp
OMBÚ,true,"""nombre masculino""","""Árbol de de la familia de las fitolacáceas con la corteza gruesa y blanda madera fofa copa muy densa hojas alternas elípticas acuminadas con pecíolos largos y flores dioicas en racimos más largos que las hojas bellasombra""",4,esp
OMITIR,true,"""verbo transitivo""","""Abstenerse de hacer algo prescindir excluir olvidar ignorar suprimir eliminar incumplir saltar""",6,esp
ONECER,true,"""verbo intransitivo""","""Crecer cundir o aprovechar""",6,esp
ÓNICE,true,"""nombre masculino o femenino""","""Ágata listada de colores alternativamente claros y muy oscuros que suele emplearse para hacer camafeos ónix menfita ágata""",5,esp
OPA,true,"""adjetivo""","""Tonto idiota""",3,esp
OR,true,"""sufijo""","""Forma sustantivos abstractos masculinos en gran parte generados ya en latín Amor calor rigor Algunos se han formado en español a partir de adjetivos o verbos Dulzor blancor temblor""",2,esp
ORAR,true,"""verbo intransitivo""","""Dirigirse mentalmente o de palabra a una divinidad o a una persona sagrada frecuentemente para hacerles una súplica rezar rogar suplicar invocar implorar pedir adorar""",4,esp
HORNEAR,true,"""verbo transitivo""","""Meter algo en el horno para asarlo o cocerlo enhornar ahornar asar cocer gratinar tostar dorar brasear calentar preparar hornar""",7,esp
ORNAR,true,"""verbo transitivo""","""adornar ornamentar decorar1 engalanar aderezar componer desnudar""",5,esp
OSAR,true,"""nombre masculino""","""osario.""",4,esp
ASEO,true,"""nombre masculino""","""Limpieza curiosidad limpieza higiene pulcritud lavado desaseo""",4,esp
ATILA,true,"""nombre masculino""","""Hombre bárbaro e inhumano""",5,esp
ETILO,true,"""nombre masculino""","""Radical del etano que se encuentra en numerosos compuestos químicos como el alcohol etílico""",5,esp
