word,status,qualification,definition,length,language,,
PELVI,true,adjetivo,"""1. Perteneciente o relativo al persa medio Léxicopelvi. Léxico pelvi""",5,esp,,
PEMON,null,N/A,"""N/A""",5,esp,,
PENAD,true,verbo transitivo,"""1. Imponer pena castigar castigar sancionar sancionar penalizar penalizar absolver absolver perdonar perdonar""",5,esp,,
PENAL,true,Sustantivo masculino,"""Edificio o lugar donde los condenados cumplen condena grave.""",5,esp,,
PENAN,true,verbo transitivo,"""1. Imponer pena castigar castigar sancionar sancionar penalizar penalizar absolver absolver perdonar perdonar""",5,esp,,
PENAR,true,Verbo transitivo,"""Imponer una pena, sanción o condena.""",5,esp,,
PENAS,null,N/A,"""N/A""",5,esp,,
PENCA,true,Sustantivo femenino,"""Botánica, Alimentos: Pecíolo más o menos rígido y carnoso de las hojas de ciertas plantas consumidas como verdura, como la acelga, la lechuga o el pangue, que se prepara como alimento.""",5,esp,,
PENCO,true,Adjetivo,"""De calidad inferior, mal hecho.""",5,esp,,
PENDA,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pender.""",5,esp,,
PENDE,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pender.""",5,esp,,
PENDI,null,N/A,"""N/A""",5,esp,,
PENDO,true,verbo intransitivo,"""1. Dicho de una cosa Estar colgada suspendida o inclinada colgar colgar caer caer inclinarse inclinarse""",5,esp,,
PENEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de penar.""",5,esp,,
PENES,null,N/A,"""N/A""",5,esp,,
PENIS,true,nombre femenino coloquial,"""1. y lugar de reclusión de presos cárcel cárcel prisión prisión presidio presidio cana3 cana3 buchaca buchaca chucho3 chucho3 chincha chincha chironda chironda""",5,esp,,
PENOL,true,nombre masculino,"""1. Punta o extremo de las vergas""",5,esp,,
PENOS,true,adjetivo desusado,"""1. natural de en""",5,esp,,
PENSA,null,N/A,"""N/A""",5,esp,,
PENSE,null,N/A,"""N/A""",5,esp,,
PENSO,null,N/A,"""N/A""",5,esp,,
PEÑAS,true,nombre femenino,"""1. Piedra grande sin labrar según la produce la naturaleza piedra piedra roca roca""",5,esp,,
PEÑOL,true,nombre masculino,"""1.""",5,esp,,
PEÑON,null,N/A,"""N/A""",5,esp,,
PEÑOS,true,nombre masculino,"""1. expósito expósito concejo concejo enechado enechado huérfano huérfano pedrero pedrero echadizo echadizo echadillo echadillo""",5,esp,,
PEORA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de peorar.""",5,esp,,
PEPAS,true,nombre femenino,"""1. simiente de algunas frutas semilla semilla pipo2 pipo2 pepita2 pepita2 pipa2 pipa2""",5,esp,,
PEPES,true,nombre masculino coloquial,"""1. melón malo pepino pepino""",5,esp,,
PEPLA,true,nombre femenino coloquial,"""1. Persona animal o cosa que tiene muchos defectos en lo físico o en lo moral engarnio engarnio""",5,esp,,
PEPLO,true,nombre masculino,"""1. Vestidura exterior amplia y suelta sin mangas que bajaba de los hombros formando caídas en punta por delante usada por las mujeres en la antigua""",5,esp,,
PEPON,null,N/A,"""N/A""",5,esp,,
PEPUS,null,N/A,"""N/A""",5,esp,,
PEQUE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pecar.""",5,esp,,
PERAL,true,Sustantivo masculino,"""Botánica: (Pyrus communis) Árbol de la familia rosáceas, de tronco liso y flores blancas en corimbos cuyo fruto, la pera, es comestible""",5,esp,,
PERAS,true,nombre femenino,"""1. Fruto del peral""",5,esp,,
PERCA,true,nombre femenino,"""1. Pez teleósteo fluvial del suborden de los acantopterigios comestible de hasta de largo de cuerpo oblongo cubierto de escamas duras y ásperas verdoso en el lomo plateado en el vientre y dorado y con seis o siete fajas negruzcas en los costados percha2 percha2""",5,esp,,
PERDE,null,N/A,"""N/A""",5,esp,,
PERDI,null,N/A,"""N/A""",5,esp,,
PERIS,true,nombre femenino,"""1. Hada hermosa y bienhechora de la mitología pérsica""",5,esp,,
PERLA,true,Sustantivo femenino,"""Biología: Concreción densa, lustrosa y esferoide que se forma con capas concéntricas de nácar en el interior de la concha de algunos moluscos como reacción anómala a la penetración natural o artificial de un cuerpo extraño en su interior. Se utiliza socialmente como gema o como adorno.""",5,esp,,
PERLE,true,verbo transitivo,"""1. Cubrir o salpicar algo de gotas de agua lágrimas""",5,esp,,
PERLO,true,verbo transitivo,"""1. Cubrir o salpicar algo de gotas de agua lágrimas""",5,esp,,
PERNA,true,nombre femenino,"""1. Molusco acéfalo propio de los mares tropicales y cuya concha rugosa y negruzca en lo exterior y nacarada por dentro tiene forma algo semejante a un pernil""",5,esp,,
PERNO,true,nombre masculino,"""1. Pieza de hierro u otro metal larga cilíndrica con cabeza redonda por un extremo y asegurada con una chaveta una tuerca o un remache por el otro que se usa para afirmar piezas de gran volumen pasador pasador eje eje espiga espiga sotrozo sotrozo""",5,esp,,
PEROL,true,Sustantivo masculino,"""Cacerola de barro o metal, de forma semiesférica, usada en cocina.""",5,esp,,
PEROS,true,nombre masculino,"""1. Variedad de manzano cuyo fruto es más largo que grueso""",5,esp,,
PERRA,true,Sustantivo femenino,"""Mamíferos: Hembra del perro (Canis lupus familiaris).""",5,esp,,
PERRO,true,Sustantivo masculino,"""Mamíferos: (Canis lupus familiaris) Variedad doméstica del lobo de muchas y diversas razas, compañero del hombre desde tiempos prehistóricos.""",5,esp,,
PERSA,true,adjetivo,"""1. Natural de antigua nación de hoy persiano persiano iraní iraní""",5,esp,,
PERTA,true,nombre femenino,"""1. y""",5,esp,,
PERUS,null,N/A,"""N/A""",5,esp,,
PESAD,true,verbo transitivo,"""1. Determinar el peso de un cuerpo por medio de la balanza o de otro instrumento equivalente ponderar ponderar calibrar calibrar sopesar sopesar""",5,esp,,
PESAN,true,verbo transitivo,"""1. Determinar el peso de un cuerpo por medio de la balanza o de otro instrumento equivalente ponderar ponderar calibrar calibrar sopesar sopesar""",5,esp,,
PESAR,true,Verbo transitivo,"""Establecer el peso o la masa de algo, en particular empleando un instrumento para tal efecto.""",5,esp,,
PESAS,null,N/A,"""N/A""",5,esp,,
PESCA,true,Sustantivo femenino,"""Acción o efecto de pescar.""",5,esp,,
PESCE,true,nombre masculino desusado,"""1. vertebrado acuático""",5,esp,,
PESCO,true,verbo transitivo,"""1. Sacar o tratar de sacar del agua peces y otros animales faenar faenar arponear arponear cloquear2 cloquear2""",5,esp,,
PESEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pesar.""",5,esp,,
PESES,true,verbo transitivo,"""1. Determinar el peso de un cuerpo por medio de la balanza o de otro instrumento equivalente ponderar ponderar calibrar calibrar sopesar sopesar""",5,esp,,
PESGA,true,Forma flexiva,"""Tercera persona del singular del presente de indicativo de pesgar.""",5,esp,,
PESGO,true,nombre masculino desusado,"""1. Peso pesadez""",5,esp,,
PESIA,true,Forma flexiva,"""Tercera persona del singular del presente de indicativo de pesiar.""",5,esp,,
PESOL,true,Sustantivo masculino,"""Plantas: (Pisum sativum) Planta anual, herbácea, de la familia de las fabáceas, originaria de la cuenca del Mediterráneo, de crecimiento indeterminado, con largos tallos dotados de zarcillos trepadores, hojas alternas, compuestas, y flores cigomorfas de color blanco a lila, y frutos en legumbre""",5,esp,,
PESOR,true,nombre masculino,"""1. y""",5,esp,,
PESOS,true,nombre masculino,"""1. Fuerza con que la Tierra atrae a un cuerpo""",5,esp,,
PESTE,true,Sustantivo femenino,"""Enfermedad mortal, en especial si es contagiosa""",5,esp,,
PETAD,true,verbo intransitivo,"""1. complacer agradar agradar satisfacer satisfacer apetecer apetecer""",5,esp,,
PETAN,true,verbo intransitivo,"""1. complacer agradar agradar satisfacer satisfacer apetecer apetecer""",5,esp,,
PETAR,true,Verbo intransitivo,"""Dar sensación de agrado o placer.""",5,esp,,
PETAS,true,verbo intransitivo,"""1. complacer agradar agradar satisfacer satisfacer apetecer apetecer""",5,esp,,
PETEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de petar.""",5,esp,,
PETES,true,verbo intransitivo,"""1. complacer agradar agradar satisfacer satisfacer apetecer apetecer""",5,esp,,
PETOS,true,nombre masculino,"""1. Prenda suelta o parte de una prenda de vestir que cubre el pecho""",5,esp,,
PETRA,true,Sustantivo propio,"""Nombre propio de mujer.""",5,esp,,
PEUCO,true,nombre masculino,"""1. Ave de rapiña diurna semejante al gavilán""",5,esp,,
PEUMO,true,nombre masculino,"""1. Árbol de la familia de las lauráceas de hoja aovada y siempre verde y fruto ovalado y rojizo que contiene una pulpa blanca y mantecosa comestible""",5,esp,,
PEZON,null,N/A,"""N/A""",5,esp,,
PIABA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de piar.""",5,esp,,
PIADA,true,Sustantivo femenino,"""Acción o modo en que el pájaro emite su voz.""",5,esp,,
PIADO,true,verbo intransitivo,"""1. Dicho de algunas aves y especialmente del pollo Emitir cierto género de sonido o voz piular piular""",5,esp,,
PIAFA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de piafar.""",5,esp,,
PIAFE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de piafar.""",5,esp,,
PIAFO,true,verbo intransitivo,"""1. Dicho de un caballo Alzar las patas delanteras alternativamente haciéndolas caer con fuerza y sin avanzar""",5,esp,,
PIAIS,true,verbo intransitivo,"""1. Dicho de algunas aves y especialmente del pollo Emitir cierto género de sonido o voz piular piular""",5,esp,,
PIALA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pialar.""",5,esp,,
PIALE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pialar.""",5,esp,,
PIALO,true,verbo transitivo,"""1. y manganear manganear apealar apealar""",5,esp,,
PIANO,true,nombre masculino,"""1. Instrumento musical de cuerdas generalmente metálicas dispuestas dentro de una caja de resonancia que son golpeadas por macillos accionados desde un teclado fortepiano fortepiano pianola pianola""",5,esp,,
PIARA,true,Sustantivo femenino,"""Manada o conjunto de cerdos.""",5,esp,,
PIARE,true,Forma verbal,"""Primera persona del singular del futuro de subjuntivo de piar.""",5,esp,,
PIASE,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de subjuntivo de piar.""",5,esp,,
PIBAS,true,nombre masculino y femenino,"""1. y Niño o joven niño niño crío crío criatura criatura muchacho muchacho joven joven nene nene chico chico pelado1 pelado1 chango chango purrete purrete gurí gurí pebete pebete guacho guacho botija botija""",5,esp,,
PIBES,true,nombre masculino y femenino,"""1. y Niño o joven niño niño crío crío criatura criatura muchacho muchacho joven joven nene nene chico chico pelado1 pelado1 chango chango purrete purrete gurí gurí pebete pebete guacho guacho botija botija""",5,esp,,
PIBIL,true,adjetivo,"""1. Dicho de un alimento Que se envuelve en hojas de plátano y se cocina bajo tierra en barbacoa u horneado""",5,esp,,
PICAD,true,verbo transitivo,"""1. Pinchar una superficie con un instrumento punzante pinchar pinchar punzar punzar agujerear agujerear""",5,esp,,
PICAL,true,nombre masculino,"""1. Sitio de confluencia o cruce de diferentes caminos vecinales""",5,esp,,
PICAN,true,verbo transitivo,"""1. Pinchar una superficie con un instrumento punzante pinchar pinchar punzar punzar agujerear agujerear""",5,esp,,
PICAR,true,Verbo transitivo,"""Golpear algo con una punta, agujereándolo o no.""",5,esp,,
PICAS,null,N/A,"""N/A""",5,esp,,
PICEA,null,N/A,"""N/A""",5,esp,,
PICEO,null,N/A,"""N/A""",5,esp,,
PICHA,true,Sustantivo femenino,"""Anatomía: Órgano que presenta el macho de los mamíferos, de forma eréctil, en el que desembocan los conductos del tracto génitourinario. En algunos animales se retrae en la ingle, y sólo se extiende durante la excreción y la cópula; en el ser humano no es retráctil. Está compuesto en su mayor parte por tejidos esponjosos, llamados cuerpos cavernosos, que al saturarse de sangre producen la erección.""",5,esp,,
PICHE,true,Adjetivo,"""Dicho de un alimento, en mal estado para su consumo.""",5,esp,,
PICHI,true,Adjetivo,"""Persona que se inicia en el aprendizaje de una disciplina o profesión""",5,esp,,
PICHO,true,nombre masculino,"""1. picha2 picha2 piche2 piche2 sanate sanate zanate zanate""",5,esp,,
PICON,null,N/A,"""N/A""",5,esp,,
PICOR,true,Sustantivo masculino,"""Desazón y molestia que causa una cosa que pica en alguna parte del cuerpo.""",5,esp,,
PICOS,true,nombre masculino,"""1. Parte saliente de la cabeza de las aves compuesta de dos piezas córneas una superior y otra inferior que terminan generalmente en punta y les sirven para tomar el alimento""",5,esp,,
PICUY,true,nombre masculino,"""1. pijuy pijuy picodecera picodecera pijul pijul pijuyo pijuyo tijuil tijuil tijul tijul""",5,esp,,
PIDAN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pedir.""",5,esp,,
PIDAS,true,verbo transitivo,"""1. Expresar a alguien la necesidad o el deseo de algo para que lo satisfaga solicitar solicitar demandar demandar requerir requerir rogar rogar suplicar suplicar implorar implorar postular postular pretender pretender dar dar conceder conceder negar negar""",5,esp,,
PIDEN,true,verbo transitivo,"""1. Expresar a alguien la necesidad o el deseo de algo para que lo satisfaga solicitar solicitar demandar demandar requerir requerir rogar rogar suplicar suplicar implorar implorar postular postular pretender pretender dar dar conceder conceder negar negar""",5,esp,,
PIDES,true,verbo transitivo,"""1. Expresar a alguien la necesidad o el deseo de algo para que lo satisfaga solicitar solicitar demandar demandar requerir requerir rogar rogar suplicar suplicar implorar implorar postular postular pretender pretender dar dar conceder conceder negar negar""",5,esp,,
PIDIO,null,N/A,"""N/A""",5,esp,,
PIDON,null,N/A,"""N/A""",5,esp,,
PIEIS,true,verbo intransitivo,"""1. Dicho de algunas aves y especialmente del pollo Emitir cierto género de sonido o voz piular piular""",5,esp,,
PIEJO,true,nombre masculino,"""1. insecto parásito del hombre""",5,esp,,
PIEZA,true,Sustantivo femenino,"""Parte, fragmento o sección de algo""",5,esp,,
PIFAS,true,nombre masculino,"""1. persona que hurta o roba ladrón ladrón lépero lépero punga punga tamal tamal tamarindo tamarindo""",5,esp,,
PIFIA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pifiar.""",5,esp,,
PIFIE,true,verbo transitivo,"""1. y Reprobar mediante silbidos pitar1 pitar1 silbar silbar""",5,esp,,
PIFIO,true,verbo transitivo,"""1. y Reprobar mediante silbidos pitar1 pitar1 silbar silbar""",5,esp,,
PIGRA,true,adjetivo desusado,"""1.""",5,esp,,
PIGRE,true,adjetivo,"""1. Tardo negligente desidioso""",5,esp,,
PIGRO,true,adjetivo desusado,"""1.""",5,esp,,
PIGUA,true,nombre femenino,"""1. crustáceo langosta langosta""",5,esp,,
PIHUA,true,nombre femenino,"""1. Especie de abarca""",5,esp,,
PIJAS,true,adjetivo,"""1. Dicho de una persona Que en su vestuario modales lenguaje manifiesta afectadamente gustos propios de una clase social adinerada pituco pituco cheto cheto bacán bacán""",5,esp,,
PIJES,true,nombre masculino,"""1. y Hombre que viste con excesiva elegancia y pulcritud""",5,esp,,
PIJIN,null,N/A,"""N/A""",5,esp,,
PIJOS,true,adjetivo,"""1. Dicho de una persona Que en su vestuario modales lenguaje manifiesta afectadamente gustos propios de una clase social adinerada pituco pituco cheto cheto bacán bacán""",5,esp,,
PIJUL,true,nombre masculino,"""1. y pijuy pijuy picodecera picodecera picuy picuy pijuyo pijuyo tijuil tijuil tijul tijul""",5,esp,,
PIJUY,true,nombre masculino,"""1. y Ave americana del orden de las cuculiformes pequeña de plumaje negro con visos azules en las alas y la cola pico y patas negros y considerada de mal agüero picodecera picodecera picuy picuy pijul pijul pijuyo pijuyo tijuil tijuil tijul tijul""",5,esp,,
PILAD,true,verbo transitivo,"""1. Descascarar los granos en el pilón golpeándolos con una o las dos manos o con majaderos largos de madera o de metal""",5,esp,,
PILAN,true,verbo transitivo,"""1. Descascarar los granos en el pilón golpeándolos con una o las dos manos o con majaderos largos de madera o de metal""",5,esp,,
PILAR,true,Sustantivo propio,"""Ciudad de la provincia de Buenos Aires, Argentina, cabecera del partido del mismo nombre. Su gentilicio es pilarense.""",5,esp,,
PILAS,null,N/A,"""N/A""",5,esp,,
PILCA,true,nombre femenino,"""1. y""",5,esp,,
PILEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pilar.""",5,esp,,
PILEO,null,N/A,"""N/A""",5,esp,,
PILES,true,verbo transitivo,"""1. Descascarar los granos en el pilón golpeándolos con una o las dos manos o con majaderos largos de madera o de metal""",5,esp,,
PILLA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pillar.""",5,esp,,
PILLE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pillar.""",5,esp,,
PILLO,true,Adjetivo,"""Se dice del pícaro que no tiene crianza ni buenos modales.""",5,esp,,
PILME,true,nombre masculino,"""1. Coleóptero de color negro muy pequeño que causa mucho daño en las huertas""",5,esp,,
PILON,null,N/A,"""N/A""",5,esp,,
PILOS,true,nombre masculino,"""1. Antigua arma arrojadiza a modo de lanza o venablo""",5,esp,,
PINAL,true,nombre masculino,"""1. pinar1 pinar1 pineda1 pineda1 pinada pinada""",5,esp,,
PINAR,true,nombre masculino,"""1. Sitio o lugar poblado de pinos pinada pinada pineda1 pineda1 pinal pinal""",5,esp,,
PINAS,null,N/A,"""N/A""",5,esp,,
PINCE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pinzar.""",5,esp,,
PINES,true,nombre masculino,"""1. Insignia o adorno pequeño que se lleva prendido en la ropa insignia insignia adorno adorno""",5,esp,,
PINGA,true,Sustantivo femenino,"""Órgano que presenta el macho de los mamíferos, de forma eréctil, en el que desembocan los conductos del tracto génitourinario. En algunos animales se retrae en la ingle, y sólo se extiende durante la excreción y la cópula; en el ser humano no es retráctil. Está compuesto en su mayor parte por tejidos esponjosos, llamados cuerpos cavernosos, que al saturarse de sangre producen la erección.""",5,esp,,
PINGO,true,Sustantivo masculino,"""Trozo de tela que cuelga""",5,esp,,
PINNA,true,nombre femenino,"""1. folíolo folíolo pina pina""",5,esp,,
PINOL,true,nombre masculino,"""1. y Harina de maíz tostado""",5,esp,,
PINOS,true,nombre masculino,"""1. Árbol de la familia de las abietáceas de tronco elevado recto y resinoso y hojas persistentes en forma de aguja cuyo fruto es la piña y cuya semilla es el piñón y del cual existen diversas especies pinocho pinocho ocote1 ocote1""",5,esp,,
PINTA,true,Sustantivo femenino,"""Mancha pequeña y, por lo común, redondeada, que destaca en el colorido del plumaje de las aves, en el pelaje de los animales, en las piedras o en superficies pintadas.""",5,esp,,
PINTE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pintar.""",5,esp,,
PINTO,true,Adjetivo,"""Dicho del pelaje del yeguarizo, de diversos colores o con una mancha pequeña.""",5,esp,,
PINZA,true,Sustantivo femenino,"""Herramientas: Instrumento que consta de dos partes que se juntan en una de sus puntas, y que se mantiene cerrado, fijo o apretado, mediante un resorte o muelle, y cuya utilidad principal es sujetar objetos como papeles, ropa, pelo y otros.""",5,esp,,
PINZO,true,verbo transitivo,"""1. Sujetar con pinza""",5,esp,,
PIÑAL,true,nombre masculino,"""1. Terreno plantado de ananás""",5,esp,,
PIÑAS,true,nombre femenino,"""1. Fruto del pino y de otros árboles de forma aovada más o menos aguda de tamaño variable según las especies desde hasta de largo y aproximadamente la mitad de grueso y que se compone de varias piezas leñosas triangulares delgadas en la parte inferior por donde están asidas y recias por la superior colocadas en forma de escama a lo largo de un eje común y cada una con dos piñones y rara vez uno bellota bellota""",5,esp,,
PIÑEN,null,N/A,"""N/A""",5,esp,,
PIÑON,null,N/A,"""N/A""",5,esp,,
PIÑOS,true,nombre masculino coloquial,"""1. cuerpo duro de la mandíbula diente diente""",5,esp,,
PIOJO,true,Sustantivo masculino,"""Insectos: (orden Phthiraptera) Cualquiera de más de 3000 especies de insectos ápteros adaptados para parasitar virtualmente todas las especies de mamíferos y aves, cuya sangre consumen, alojándose en el cabello del cuerpo y la cabeza. Su cuerpo está diseñado para este hábitat, con el primer par de patas modificado para permitir la sujeción al cabello. Son extremadamente fértiles, depositando las hembras hasta unos 200 huevos en los 30 días de su vida adulta. Tienen el cuerpo aplanado y de color oscuro o pardoamarillento. La infestación con piojos se denomina pediculosis, y provoca comezón, además de funcionar como vector para otras enfermedades &mdash;en particular el tifus&mdash; y provocar anemia en casos agudos.""",5,esp,,
PIOLA,true,Adjetivo,"""Dicho de un maleante, que no tiene prontuario o foja en su contra labrada por las autoridades policiales y judiciales.""",5,esp,,
PIOLE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de piolar.""",5,esp,,
PIOLO,true,verbo intransitivo,"""1. Dicho de los pollos o de los pajaritos pipiar pipiar""",5,esp,,
PIONA,true,adjetivo,"""1. Que pía mucho o con exceso""",5,esp,,
PIPAD,true,verbo intransitivo,"""1. Fumar en pipa""",5,esp,,
PIPAN,true,verbo intransitivo,"""1. Fumar en pipa""",5,esp,,
PIPAR,true,Verbo intransitivo,"""Ingerir líquidos """,5,esp,,
PIPAS,null,N/A,"""N/A""",5,esp,,
PIPEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pipar.""",5,esp,,
PIPES,null,N/A,"""N/A""",5,esp,,
PIPIA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pipiar.""",5,esp,,
PIPIE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pipiar.""",5,esp,,
PIPIL,true,adjetivo,"""1. Dicho de una persona De un pueblo precolombino descendiente directo de los nahuas que habitaba en el occidente de""",5,esp,,
PIPIO,null,N/A,"""N/A""",5,esp,,
PIPIS,true,nombre masculino coloquial,"""1. insecto parásito del hombre piojo piojo parásito parásito pedículo2 pedículo2 caranga caranga carángano carángano yaguané yaguané cáncano cáncano""",5,esp,,
PIPON,true,Adjetivo,"""Por extensión, de barriga abultada""",5,esp,,
PIPOS,true,nombre masculino,"""1. Ave trepadora de unos de longitud desde la punta del pico hasta la extremidad de la cola y de envergadura con plumaje negro manchado de blanco menos la parte inferior del arranque de la cola que es de color ceniciento y la parte superior del lomo que es rojizo que anida sobre los árboles y se alimenta de los insectos que viven en ellos""",5,esp,,
PIQUE,true,Sustantivo masculino,"""Resentimiento, desazón o disgusto ocasionado de una disputa u otra cosa semejante.""",5,esp,,
PIRAD,true,verbo intransitivo,"""1. Hacer novillos faltar a clase""",5,esp,,
PIRAL,true,nombre masculino,"""1. Mariposa que los antiguos suponían que vivía en el fuego y que moría si se apartaba de él""",5,esp,,
PIRAN,true,verbo intransitivo,"""1. Hacer novillos faltar a clase""",5,esp,,
PIRAR,true,Verbo intransitivo,"""Hacer cosas de caracter anormal en un momento circunstancial.""",5,esp,,
PIRAS,null,N/A,"""N/A""",5,esp,,
PIRCA,true,Sustantivo femenino,"""Tapia de piedras calzadas (unidas sin argamasa), de poca altura, usada en el imperio incaico y aún hoy para muros rurales.""",5,esp,,
PIRCO,true,nombre masculino,"""1. Guiso chileno de judías maíz y calabaza""",5,esp,,
PIREN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pirar.""",5,esp,,
PIRES,true,verbo intransitivo,"""1. Hacer novillos faltar a clase""",5,esp,,
PIRLA,true,nombre femenino,"""1. peonza pequeña perinola perinola pirindola pirindola perindola perindola guazapa guazapa""",5,esp,,
PIRON,null,N/A,"""N/A""",5,esp,,
PIROS,true,nombre masculino coloquial,"""1. Acción y efecto de pirarse Sedioelpiro. Se dio el piro""",5,esp,,
PIRRA,true,verbo intransitivo,"""1. Encantar gustar mucho Lespirraelcine. Les pirra el cine Sepirraporlodulce. Se pirra por por lo dulce encantar1 encantar1 entusiasmar entusiasmar chiflar1 chiflar1 gustar gustar pirriar pirriar""",5,esp,,
PIRRE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pirrarse.""",5,esp,,
PIRRI,null,N/A,"""N/A""",5,esp,,
PIRRO,true,verbo intransitivo,"""1. Encantar gustar mucho Lespirraelcine. Les pirra el cine Sepirraporlodulce. Se pirra por por lo dulce encantar1 encantar1 entusiasmar entusiasmar chiflar1 chiflar1 gustar gustar pirriar pirriar""",5,esp,,
PIRUL,true,nombre masculino,"""1. turbinto turbinto aguaribay aguaribay anacahuita anacahuita perú perú pirú pirú""",5,esp,,
PIRUS,null,N/A,"""N/A""",5,esp,,
PISAD,true,verbo transitivo,"""1. Poner el pie sobre algo""",5,esp,,
PISAN,true,verbo transitivo,"""1. Poner el pie sobre algo""",5,esp,,
PISAR,true,Verbo transitivo,"""Poner un pie, o ambos, sobre una superficie.""",5,esp,,
PISAS,null,N/A,"""N/A""",5,esp,,
PISCA,true,Sustantivo femenino,"""Aves: (Meleagris gallopavo) Hembra del pisco o pavo, Ave doméstica galliforme americana, apetecida por su carne, de mayor tamaño que la gallina.""",5,esp,,
PISCO,true,nombre masculino,"""1. Aguardiente de uva""",5,esp,,
PISEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pisar.""",5,esp,,
PISES,null,N/A,"""N/A""",5,esp,,
PISON,true,Sustantivo masculino,"""Arquitectura: Pedazo de madero redondo que figura un cono recto truncado, y tiene en la cara superior clavado perpendicularmente un mango. Sirve para asentar los empedrados de las calles, caminos, etc. Cuando hay que macizar un terreno, entónces se usa de otro pison que por la parte inferior remata en lomo.""",5,esp,,
PISOS,true,nombre masculino,"""1. Acción y efecto de pisar""",5,esp,,
PISPA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pispar.""",5,esp,,
PISPE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pispar.""",5,esp,,
PISPO,true,verbo transitivo,"""1. y Indagar oír u observar indiscretamente pispear pispear""",5,esp,,
PISTA,true,Sustantivo femenino,"""Rastro de los animales o personas al ir de un lugar a otro.""",5,esp,,
PISTE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pistar.""",5,esp,,
PISTO,true,Sustantivo masculino,"""Alimentos: Plato de origen español, a base de verduras picadas y fritas, acompañadas de huevo o algún embutido""",5,esp,,
PITAD,true,verbo transitivo,"""1. Dar una pitada a alguien manifestar desagrado contra él silbándole silbar silbar chiflar1 chiflar1 abuchear abuchear protestar protestar alborotar alborotar aplaudir aplaudir aclamar aclamar""",5,esp,,
PITAL,true,nombre masculino,"""1. Terreno plantado de plantas""",5,esp,,
PITAN,true,verbo transitivo,"""1. Dar una pitada a alguien manifestar desagrado contra él silbándole silbar silbar chiflar1 chiflar1 abuchear abuchear protestar protestar alborotar alborotar aplaudir aplaudir aclamar aclamar""",5,esp,,
PITAO,true,nombre masculino,"""1. Árbol americano de la familia de las rutáceas de cinco a siete metros de altura siempre verde con hojas oblongas aovadas lampiñas algo aserradas y grandes y de propiedades resolutivas y antihelmínticas con flores blancas y dioicas y fruto compuesto de cuatro drupas monospermas""",5,esp,,
PITAR,true,Verbo transitivo,"""Distribuir las pitanzas.""",5,esp,,
PITAS,null,N/A,"""N/A""",5,esp,,
PITEA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de pitear.""",5,esp,,
PITEE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de pitear.""",5,esp,,
PITEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de pitar.""",5,esp,,
PITEO,true,verbo intransitivo,"""1. Dicho de una persona expresar su queja o disconformidad protestar protestar""",5,esp,,
PITES,null,N/A,"""N/A""",5,esp,,
PITIA,true,adjetivo,"""1. Perteneciente o relativo a considerado como vencedor de la serpiente""",5,esp,,
PITIO,true,Adjetivo,"""Perteneciente a Apolo, considerado como vencedor de la serpiente Pitón.""",5,esp,,
PITIS,true,adjetivo coloquial,"""1. cegato cegato cegatón cegatón burriciego burriciego cegarra cegarra piticiego piticiego""",5,esp,,
PITON,true,Sustantivo masculino,"""Punta del asta de un animal.""",5,esp,,
PITOS,true,nombre masculino,"""1. Instrumento pequeño que produce un sonido agudo cuando se sopla en él silbato silbato chifle chifle chiflo chiflo silbo silbo""",5,esp,,
